Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-11-06,4.050000190734863,4.050000190734863,3.799999952316284,3.799999952316284,21347.0,0.0,0.0
2019-11-07,3.6500000953674316,3.6500000953674316,3.6500000953674316,3.6500000953674316,2427.0,0.0,0.0
2019-11-08,3.5,3.5,3.5,3.5,1620.0,0.0,0.0
2019-11-11,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.3499999046325684,220.0,0.0,0.0
2019-11-13,3.299999952316284,3.299999952316284,3.200000047683716,3.200000047683716,2245.0,0.0,0.0
2019-11-14,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,175.0,0.0,0.0
2019-11-15,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,988.0,0.0,0.0
2019-11-18,2.799999952316284,2.799999952316284,2.799999952316284,2.799999952316284,2192.0,0.0,0.0
2019-11-19,2.700000047683716,2.9000000953674316,2.700000047683716,2.9000000953674316,19915.0,0.0,0.0
2019-11-20,2.9000000953674316,3.0,2.799999952316284,2.950000047683716,11237.0,0.0,0.0
2019-11-21,2.950000047683716,3.049999952316284,2.8499999046325684,2.8499999046325684,3520.0,0.0,0.0
2019-11-22,2.8499999046325684,2.950000047683716,2.75,2.950000047683716,16400.0,0.0,0.0
2019-11-25,2.950000047683716,2.950000047683716,2.8499999046325684,2.8499999046325684,316.0,0.0,0.0
2019-11-26,2.75,2.8499999046325684,2.75,2.8499999046325684,5359.0,0.0,0.0
2019-11-27,2.950000047683716,2.950000047683716,2.75,2.75,7871.0,0.0,0.0
2019-11-28,2.75,2.8499999046325684,2.75,2.8499999046325684,4987.0,0.0,0.0
2019-11-29,2.950000047683716,2.950000047683716,2.75,2.950000047683716,15007.0,0.0,0.0
2019-12-02,2.9000000953674316,3.049999952316284,2.9000000953674316,3.049999952316284,2712.0,0.0,0.0
2019-12-03,3.200000047683716,3.200000047683716,2.9000000953674316,3.1500000953674316,12953.0,0.0,0.0
2019-12-04,3.1500000953674316,3.299999952316284,3.0,3.299999952316284,6100.0,0.0,0.0
2019-12-05,3.4000000953674316,3.450000047683716,3.200000047683716,3.450000047683716,5027.0,0.0,0.0
2019-12-06,3.5999999046325684,3.5999999046325684,3.450000047683716,3.450000047683716,3373.0,0.0,0.0
2019-12-09,3.5999999046325684,3.5999999046325684,3.299999952316284,3.3499999046325684,616.0,0.0,0.0
2019-12-10,3.299999952316284,3.299999952316284,3.200000047683716,3.299999952316284,106.0,0.0,0.0
2019-12-11,3.299999952316284,3.3499999046325684,3.200000047683716,3.200000047683716,1987.0,0.0,0.0
2019-12-12,3.25,3.25,3.1500000953674316,3.1500000953674316,3.0,0.0,0.0
2019-12-13,3.1500000953674316,3.299999952316284,3.1500000953674316,3.299999952316284,131.0,0.0,0.0
2019-12-16,3.299999952316284,3.299999952316284,3.200000047683716,3.200000047683716,325.0,0.0,0.0
2019-12-17,3.299999952316284,3.299999952316284,3.0999999046325684,3.0999999046325684,631.0,0.0,0.0
2019-12-18,3.0999999046325684,3.25,2.950000047683716,3.25,1532.0,0.0,0.0
2019-12-19,3.25,3.4000000953674316,3.1500000953674316,3.4000000953674316,8858.0,0.0,0.0
2019-12-20,3.4000000953674316,3.549999952316284,3.4000000953674316,3.549999952316284,8576.0,0.0,0.0
2019-12-23,3.5999999046325684,3.700000047683716,3.549999952316284,3.6500000953674316,12249.0,0.0,0.0
2019-12-24,3.799999952316284,3.799999952316284,3.5,3.799999952316284,3972.0,0.0,0.0
2019-12-26,3.950000047683716,3.950000047683716,3.6500000953674316,3.9000000953674316,6384.0,0.0,0.0
2019-12-27,4.050000190734863,4.050000190734863,3.75,3.8499999046325684,7780.0,0.0,0.0
2019-12-30,4.0,4.0,3.700000047683716,3.9000000953674316,3949.0,0.0,0.0
2019-12-31,4.0,4.050000190734863,3.75,3.950000047683716,5576.0,0.0,0.0
2020-01-01,4.050000190734863,4.099999904632568,3.799999952316284,4.0,5003.0,0.0,0.0
2020-01-02,3.799999952316284,4.199999809265137,3.799999952316284,4.099999904632568,21414.0,0.0,0.0
